F_tjek_id,T_tjek_id,F_dkvejeid,T_dkvejeid,F_edge_dir,T_edge_dir
196695,197013,493213,492961,ft,ft
196695,199868,493213,493161,ft,tf
196867,196987,491941,492020,ft,tf
196868,196987,492019,492020,tf,tf
196987,196868,492020,492019,ft,ft
196987,196867,492020,491941,ft,tf
196883,196877,492015,492030,ft,tf
196884,196877,492016,492030,tf,tf
196877,196884,492030,492016,ft,ft
196877,196878,492030,651301,ft,ft
196877,196883,492030,492015,ft,tf
196878,196877,651301,492030,tf,tf
196885,196987,492017,492020,ft,ft
196885,196986,492017,651304,ft,tf
196987,196885,492020,492017,tf,tf
196986,196885,651304,492017,ft,tf
4144528,4144526,383320,383322,ft,tf
4144528,4144529,383320,383323,ft,ft
4144527,4144529,383321,383323,tf,ft
4144527,4144526,383321,383322,tf,tf
